,9,,,3,,,7,,,5,,,8
x,8,,x,4,,x,8,,x,3,,x,8
,72,,,12,,,56,,,15,,,64

,6,,,2,,,8,,,9,,,9
x,1,,x,7,,x,2,,x,3,,x,5
,6,,,14,,,16,,,27,,,45

,7,,,6,,,2,,,2,,,2
x,4,,x,3,,x,8,,x,2,,x,5
,28,,,18,,,16,,,4,,,10

,6,,,1,,,9,,,2,,,2
x,1,,x,8,,x,2,,x,7,,x,4
,6,,,8,,,18,,,14,,,8

,2,,,9,,,6,,,5,,,3
x,3,,x,3,,x,3,,x,2,,x,1
,6,,,27,,,18,,,10,,,3

,2,,,2,,,8,,,1,,,1,,,7,,,8,,,8,,,6,,,7
x,9,,x,7,,x,5,,x,9,,x,8,,x,7,,x,7,,x,7,,x,7,,x,3
,18,,,14,,,40,,,9,,,8,,,49,,,56,,,56,,,42,,,21

,3,,,9,,,1,,,4,,,4,,,9,,,5,,,4,,,4,,,7
x,7,,x,9,,x,1,,x,2,,x,5,,x,7,,x,1,,x,2,,x,4,,x,9
,21,,,81,,,1,,,8,,,20,,,63,,,5,,,8,,,16,,,63

,5,,,2,,,3,,,7,,,4,,,5,,,5,,,8,,,2,,,5
x,9,,x,2,,x,9,,x,1,,x,3,,x,5,,x,5,,x,7,,x,3,,x,9
,45,,,4,,,27,,,7,,,12,,,25,,,25,,,56,,,6,,,45

,9,,,3,,,3,,,2,,,5,,,1,,,5,,,6,,,7,,,3
x,3,,x,1,,x,7,,x,6,,x,4,,x,7,,x,6,,x,8,,x,6,,x,7
,27,,,3,,,21,,,12,,,20,,,7,,,30,,,48,,,42,,,21

,5,,,8,,,5,,,5,,,8,,,9,,,5,,,2,,,7,,,8
x,5,,x,1,,x,2,,x,3,,x,7,,x,2,,x,1,,x,2,,x,8,,x,3
,25,,,8,,,10,,,15,,,56,,,18,,,5,,,4,,,56,,,24

,3,,,3,,,8,,,8,,,3,,,6,,,6,,,7,,,5,,,5
x,4,,x,1,,x,4,,x,7,,x,3,,x,5,,x,5,,x,6,,x,7,,x,7
,12,,,3,,,32,,,56,,,9,,,30,,,30,,,42,,,35,,,35

,1,,,3,,,1,,,9,,,9,,,8,,,3,,,3,,,9,,,6
x,7,,x,4,,x,6,,x,6,,x,5,,x,6,,x,9,,x,4,,x,1,,x,8
,7,,,12,,,6,,,54,,,45,,,48,,,27,,,12,,,9,,,48

